method,seed,eval_index,generation,fitness,best_so_far,n_nodes
random_search,4,0,0,20.193737745050925,20.193737745050925,21
random_search,4,1,0,21.957066051117284,20.193737745050925,21
random_search,4,2,0,17.880624847486573,17.880624847486573,21
random_search,4,3,0,19.367156809750927,17.880624847486573,21
random_search,4,4,0,21.493468988235943,17.880624847486573,21
random_search,4,5,0,21.99615099714943,17.880624847486573,21
random_search,4,6,0,21.301514803843837,17.880624847486573,21
random_search,4,7,0,19.137715508089904,17.880624847486573,21
random_search,4,8,0,20.76468827043885,17.880624847486573,21
random_search,4,9,0,20.492838827718412,17.880624847486573,21
random_search,4,10,0,20.260681686165903,17.880624847486573,21
random_search,4,11,0,21.582207001484488,17.880624847486573,21
random_search,4,12,0,20.957066051117284,17.880624847486573,21
random_search,4,13,0,20.761249694973138,17.880624847486573,21
random_search,4,14,0,20.54928556845359,17.880624847486573,21
random_search,4,15,0,20.01657508881031,17.880624847486573,21
random_search,4,16,0,20.5576411454889,17.880624847486573,21
random_search,4,17,0,22.155277766926236,17.880624847486573,21
random_search,4,18,0,19.94928556845359,17.880624847486573,21
random_search,4,19,0,20.621320343559642,17.880624847486573,21
random_search,4,20,0,20.427105745132007,17.880624847486573,21
random_search,4,21,0,20.509980079602226,17.880624847486573,21
random_search,4,22,0,21.340930106817048,17.880624847486573,21
random_search,4,23,0,20.26843871413581,17.880624847486573,21
random_search,4,24,0,20.12664991614216,17.880624847486573,21
random_search,4,25,0,20.86397674405503,17.880624847486573,21
random_search,4,26,0,21.39192496674806,17.880624847486573,21
random_search,4,27,0,20.739607805437114,17.880624847486573,21
random_search,4,28,0,18.577154105707724,17.880624847486573,21
random_search,4,29,0,21.70185121722126,17.880624847486573,21
random_search,4,30,0,22.529822128134704,17.880624847486573,21
random_search,4,31,0,21.133030277982336,17.880624847486573,21
random_search,4,32,0,20.949444375840397,17.880624847486573,21
random_search,4,33,0,20.22074368738204,17.880624847486573,21
random_search,4,34,0,21.314944167960988,17.880624847486573,21
random_search,4,35,0,20.41547594742265,17.880624847486573,21
random_search,4,36,0,21.186819245752297,17.880624847486573,21
random_search,4,37,0,18.922497216032184,17.880624847486573,21
random_search,4,38,0,21.515167380558044,17.880624847486573,21
random_search,4,39,0,21.536877428271623,17.880624847486573,21
random_search,4,40,0,20.411871208194288,17.880624847486573,21
random_search,4,41,0,20.134698994937583,17.880624847486573,21
random_search,4,42,0,20.8,17.880624847486573,21
random_search,4,43,0,20.769693845669906,17.880624847486573,21
random_search,4,44,0,20.27488738510232,17.880624847486573,21
random_search,4,45,0,21.515167380558044,17.880624847486573,21
random_search,4,46,0,21.060107523773826,17.880624847486573,21
random_search,4,47,0,20.22574776766556,17.880624847486573,21
random_search,4,48,0,20.02664991614216,17.880624847486573,21
random_search,4,49,0,21.55796522451032,17.880624847486573,21
random_search,4,50,1,19.372004514666937,17.880624847486573,21
random_search,4,51,1,23.482306905057555,17.880624847486573,21
random_search,4,52,1,19.129705854077837,17.880624847486573,21
random_search,4,53,1,21.191366458960193,17.880624847486573,21
random_search,4,54,1,19.408304597359457,17.880624847486573,21
random_search,4,55,1,21.2,17.880624847486573,21
random_search,4,56,1,21.928991560298222,17.880624847486573,21
random_search,4,57,1,21.644994432064365,17.880624847486573,21
random_search,4,58,1,20.710844001658266,17.880624847486573,21
random_search,4,59,1,21.077154105707724,17.880624847486573,21
random_search,4,60,1,20.367156809750927,17.880624847486573,21
random_search,4,61,1,19.16770782520313,17.880624847486573,21
random_search,4,62,1,19.400000000000002,17.880624847486573,21
random_search,4,63,1,19.129705854077837,17.880624847486573,21
random_search,4,64,1,20.20199920063936,17.880624847486573,21
random_search,4,65,1,20.10554700852678,17.880624847486573,21
random_search,4,66,1,19.830950643030008,17.880624847486573,21
random_search,4,67,1,19.614642819948223,17.880624847486573,21
random_search,4,68,1,19.013552872566002,17.880624847486573,21
random_search,4,69,1,21.802172886644268,17.880624847486573,21
random_search,4,70,1,20.33390796058137,17.880624847486573,21
random_search,4,71,1,21.900000000000002,17.880624847486573,21
random_search,4,72,1,19.640175425099137,17.880624847486573,21
random_search,4,73,1,20.727566688249706,17.880624847486573,21
random_search,4,74,1,19.330950643030008,17.880624847486573,21
random_search,4,75,1,20.993468988235943,17.880624847486573,21
random_search,4,76,1,20.42756668824971,17.880624847486573,21
random_search,4,77,1,22.82099463490856,17.880624847486573,21
random_search,4,78,1,20.781488772222676,17.880624847486573,21
random_search,4,79,1,20.830950643030008,17.880624847486573,21
random_search,4,80,1,19.396662954709576,17.880624847486573,21
random_search,4,81,1,20.020465053408525,17.880624847486573,21
random_search,4,82,1,20.084943324127924,17.880624847486573,21
random_search,4,83,1,19.730727575266254,17.880624847486573,21
random_search,4,84,1,20.47763888346312,17.880624847486573,21
random_search,4,85,1,18.336660026534076,17.880624847486573,21
random_search,4,86,1,21.577902338672775,17.880624847486573,21
random_search,4,87,1,21.36124969497314,17.880624847486573,21
random_search,4,88,1,22.417935662402833,17.880624847486573,21
random_search,4,89,1,21.819160170741757,17.880624847486573,21
random_search,4,90,1,20.435415650406263,17.880624847486573,21
random_search,4,91,1,21.034387974463897,17.880624847486573,21
random_search,4,92,1,20.814944167960988,17.880624847486573,21
random_search,4,93,1,20.59666295470958,17.880624847486573,21
random_search,4,94,1,20.845207879911715,17.880624847486573,21
random_search,4,95,1,21.76468827043885,17.880624847486573,21
random_search,4,96,1,21.164688270438848,17.880624847486573,21
random_search,4,97,1,20.261249694973138,17.880624847486573,21
random_search,4,98,1,20.46204993518133,17.880624847486573,21
random_search,4,99,1,19.672004514666934,17.880624847486573,21
random_search,4,100,2,22.322611077089288,17.880624847486573,21
random_search,4,101,2,21.622611077089285,17.880624847486573,21
random_search,4,102,2,20.802172886644268,17.880624847486573,21
random_search,4,103,2,19.810693864511038,17.880624847486573,21
random_search,4,104,2,20.660107523773828,17.880624847486573,21
random_search,4,105,2,20.900000000000002,17.880624847486573,21
random_search,4,106,2,20.838181191654584,17.880624847486573,21
random_search,4,107,2,21.62763633939717,17.880624847486573,21
random_search,4,108,2,20.512931993250106,17.880624847486573,21
random_search,4,109,2,20.00830459735946,17.880624847486573,21
random_search,4,110,2,23.06859590355097,17.880624847486573,21
random_search,4,111,2,18.673320053068153,17.880624847486573,21
random_search,4,112,2,21.911871208194288,17.880624847486573,21
random_search,4,113,2,19.866431913239847,17.880624847486573,21
random_search,4,114,2,20.690890230020663,17.880624847486573,21
random_search,4,115,2,21.555294535724684,17.880624847486573,21
random_search,4,116,2,21.40831891575846,17.880624847486573,21
random_search,4,117,2,19.6431676725155,17.880624847486573,21
random_search,4,118,2,20.314642819948226,17.880624847486573,21
random_search,4,119,2,21.242787793912434,17.880624847486573,21
random_search,4,120,2,20.7131126469709,17.880624847486573,21
random_search,4,121,2,19.613112646970897,17.880624847486573,21
random_search,4,122,2,20.122611077089285,17.880624847486573,21
random_search,4,123,2,21.5563490998189,17.880624847486573,21
random_search,4,124,2,20.49582971014219,17.880624847486573,21
random_search,4,125,2,21.400000000000002,17.880624847486573,21
random_search,4,126,2,22.428991560298222,17.880624847486573,21
random_search,4,127,2,20.727566688249706,17.880624847486573,21
random_search,4,128,2,20.5,17.880624847486573,21
random_search,4,129,2,21.82842712474619,17.880624847486573,21
random_search,4,130,2,21.53072757526625,17.880624847486573,21
random_search,4,131,2,22.093468988235944,17.880624847486573,21
random_search,4,132,2,19.380624847486573,17.880624847486573,21
random_search,4,133,2,20.260681686165903,17.880624847486573,21
random_search,4,134,2,20.683281572999746,17.880624847486573,21
random_search,4,135,2,21.87175030543074,17.880624847486573,21
random_search,4,136,2,21.14575131106459,17.880624847486573,21
random_search,4,137,2,22.22654919008431,17.880624847486573,21
random_search,4,138,2,23.377193921634788,17.880624847486573,21
random_search,4,139,2,20.172004514666934,17.880624847486573,21
random_search,4,140,2,21.093468988235944,17.880624847486573,21
random_search,4,141,2,20.897366596101026,17.880624847486573,21
random_search,4,142,2,20.928991560298222,17.880624847486573,21
random_search,4,143,2,21.357066051117283,17.880624847486573,21
random_search,4,144,2,20.36124969497314,17.880624847486573,21
random_search,4,145,2,19.960232526704264,17.880624847486573,21
random_search,4,146,2,19.30332963783729,17.880624847486573,21
random_search,4,147,2,21.254065922853805,17.880624847486573,21
random_search,4,148,2,22.68208554864871,17.880624847486573,21
random_search,4,149,2,21.49582971014219,17.880624847486573,21
random_search,4,150,3,20.33622914957372,17.880624847486573,21
random_search,4,151,3,20.73606797749979,17.880624847486573,21
random_search,4,152,3,21.772077843177478,17.880624847486573,21
random_search,4,153,3,21.742787793912434,17.880624847486573,21
random_search,4,154,3,21.2131126469709,17.880624847486573,21
random_search,4,155,3,21.509980079602226,17.880624847486573,21
random_search,4,156,3,19.316590212458493,17.880624847486573,21
random_search,4,157,3,20.2131126469709,17.880624847486573,21
random_search,4,158,3,19.929705854077834,17.880624847486573,21
random_search,4,159,3,19.408304597359457,17.880624847486573,21
random_search,4,160,3,20.74131112314674,17.880624847486573,21
random_search,4,161,3,21.305167809266788,17.880624847486573,21
random_search,4,162,3,19.063818169698585,17.880624847486573,21
random_search,4,163,3,21.70199920063936,17.880624847486573,21
random_search,4,164,3,21.456141357987224,17.880624847486573,21
random_search,4,165,3,19.419090595827292,17.880624847486573,21
random_search,4,166,3,21.009980079602226,17.880624847486573,21
random_search,4,167,3,20.758317958127243,17.880624847486573,21
random_search,4,168,3,20.961324772583616,17.880624847486573,21
random_search,4,169,3,21.98148877222268,17.880624847486573,21
random_search,4,170,3,20.713594362117867,17.880624847486573,21
random_search,4,171,3,19.11980390271856,17.880624847486573,21
random_search,4,172,3,19.841640786499873,17.880624847486573,21
random_search,4,173,3,19.872004514666937,17.880624847486573,21
random_search,4,174,3,20.55796522451032,17.880624847486573,21
random_search,4,175,3,21.475817632051932,17.880624847486573,21
random_search,4,176,3,21.03721152139079,17.880624847486573,21
random_search,4,177,3,21.343024810940587,17.880624847486573,21
random_search,4,178,3,21.758317958127243,17.880624847486573,21
random_search,4,179,3,21.115167380558045,17.880624847486573,21
random_search,4,180,3,20.2,17.880624847486573,21
random_search,4,181,3,22.276575213227446,17.880624847486573,21
random_search,4,182,3,18.099999999999998,17.880624847486573,21
random_search,4,183,3,20.93469899493758,17.880624847486573,21
random_search,4,184,3,20.483266665599963,17.880624847486573,21
random_search,4,185,3,21.14355957741627,17.880624847486573,21
random_search,4,186,3,21.94963766213207,17.880624847486573,21
random_search,4,187,3,20.411871208194288,17.880624847486573,21
random_search,4,188,3,21.145906043549196,17.880624847486573,21
random_search,4,189,3,21.065941943351177,17.880624847486573,21
random_search,4,190,3,22.093237062523876,17.880624847486573,21
random_search,4,191,3,19.660107523773828,17.880624847486573,21
random_search,4,192,3,22.0563490998189,17.880624847486573,21
random_search,4,193,3,20.2,17.880624847486573,21
random_search,4,194,3,20.663818169698587,17.880624847486573,21
random_search,4,195,3,20.94928556845359,17.880624847486573,21
random_search,4,196,3,22.077902338672775,17.880624847486573,21
random_search,4,197,3,21.76397674405503,17.880624847486573,21
random_search,4,198,3,21.57364413533277,17.880624847486573,21
random_search,4,199,3,20.957066051117284,17.880624847486573,21
random_search,4,200,4,20.4377155080899,17.880624847486573,21
random_search,4,201,4,21.68679622641132,17.880624847486573,21
random_search,4,202,4,22.98328677803526,17.880624847486573,21
random_search,4,203,4,19.781488772222676,17.880624847486573,21
random_search,4,204,4,21.012931993250106,17.880624847486573,21
