method,seed,eval_index,generation,fitness,best_so_far,n_nodes
random_search,9,0,0,22.07907545067406,22.07907545067406,21
random_search,9,1,0,20.760681686165903,20.760681686165903,21
random_search,9,2,0,21.04939015319192,20.760681686165903,21
random_search,9,3,0,20.088409872672514,20.088409872672514,21
random_search,9,4,0,20.11245154965971,20.088409872672514,21
random_search,9,5,0,21.693743884534264,20.088409872672514,21
random_search,9,6,0,22.619392214170773,20.088409872672514,21
random_search,9,7,0,20.870828693386972,20.088409872672514,21
random_search,9,8,0,19.27979589711327,19.27979589711327,21
random_search,9,9,0,21.06767050061961,19.27979589711327,21
random_search,9,10,0,21.43130005674953,19.27979589711327,21
random_search,9,11,0,20.227566688249706,19.27979589711327,21
random_search,9,12,0,20.810693864511038,19.27979589711327,21
random_search,9,13,0,19.76023252670426,19.27979589711327,21
random_search,9,14,0,20.257583690279024,19.27979589711327,21
random_search,9,15,0,20.145906043549196,19.27979589711327,21
random_search,9,16,0,18.62736184954957,18.62736184954957,21
random_search,9,17,0,22.097617696340304,18.62736184954957,21
random_search,9,18,0,21.344994432064368,18.62736184954957,21
random_search,9,19,0,21.537211521390788,18.62736184954957,21
random_search,9,20,0,23.57967389859482,18.62736184954957,21
random_search,9,21,0,20.80787840283389,18.62736184954957,21
random_search,9,22,0,20.366431913239847,18.62736184954957,21
random_search,9,23,0,21.615167380558045,18.62736184954957,21
random_search,9,24,0,21.75306852353742,18.62736184954957,21
random_search,9,25,0,21.0,18.62736184954957,21
random_search,9,26,0,19.922497216032184,18.62736184954957,21
random_search,9,27,0,22.457066051117284,18.62736184954957,21
random_search,9,28,0,19.760681686165903,18.62736184954957,21
random_search,9,29,0,22.469817807045693,18.62736184954957,21
random_search,9,30,0,20.7131126469709,18.62736184954957,21
random_search,9,31,0,22.06859590355097,18.62736184954957,21
random_search,9,32,0,18.171779788708136,18.171779788708136,21
random_search,9,33,0,20.667156809750924,18.171779788708136,21
random_search,9,34,0,20.020465053408525,18.171779788708136,21
random_search,9,35,0,21.049545416973505,18.171779788708136,21
random_search,9,36,0,21.493468988235943,18.171779788708136,21
random_search,9,37,0,21.80199920063936,18.171779788708136,21
random_search,9,38,0,19.492838827718412,18.171779788708136,21
random_search,9,39,0,20.47156333832011,18.171779788708136,21
random_search,9,40,0,20.493468988235943,18.171779788708136,21
random_search,9,41,0,20.20332963783729,18.171779788708136,21
random_search,9,42,0,22.56859590355097,18.171779788708136,21
random_search,9,43,0,20.015167380558044,18.171779788708136,21
random_search,9,44,0,21.90831891575846,18.171779788708136,21
random_search,9,45,0,21.44948974278318,18.171779788708136,21
random_search,9,46,0,23.22654919008431,18.171779788708136,21
random_search,9,47,0,20.054065922853802,18.171779788708136,21
random_search,9,48,0,20.213594362117867,18.171779788708136,21
random_search,9,49,0,20.577902338672775,18.171779788708136,21
random_search,9,50,1,20.531300056749533,18.171779788708136,21
random_search,9,51,1,20.660107523773828,18.171779788708136,21
random_search,9,52,1,20.009980079602226,18.171779788708136,21
random_search,9,53,1,20.099999999999998,18.171779788708136,21
random_search,9,54,1,21.024845673131658,18.171779788708136,21
random_search,9,55,1,20.420526275297412,18.171779788708136,21
random_search,9,56,1,21.67681974534503,18.171779788708136,21
random_search,9,57,1,20.767491648096545,18.171779788708136,21
random_search,9,58,1,19.880624847486573,18.171779788708136,21
random_search,9,59,1,20.23205080756888,18.171779788708136,21
random_search,9,60,1,21.5153393661244,18.171779788708136,21
random_search,9,61,1,21.72654919008431,18.171779788708136,21
random_search,9,62,1,21.167156809750924,18.171779788708136,21
random_search,9,63,1,19.50830459735946,18.171779788708136,21
random_search,9,64,1,19.843559577416272,18.171779788708136,21
random_search,9,65,1,19.16770782520313,18.171779788708136,21
random_search,9,66,1,22.20199920063936,18.171779788708136,21
random_search,9,67,1,21.26397674405503,18.171779788708136,21
random_search,9,68,1,21.957066051117284,18.171779788708136,21
random_search,9,69,1,21.53315017762062,18.171779788708136,21
random_search,9,70,1,19.117935662402836,18.171779788708136,21
random_search,9,71,1,20.896662954709576,18.171779788708136,21
random_search,9,72,1,20.70199920063936,18.171779788708136,21
random_search,9,73,1,21.359591794226542,18.171779788708136,21
random_search,9,74,1,21.994438717061495,18.171779788708136,21
random_search,9,75,1,21.856349099818896,18.171779788708136,21
random_search,9,76,1,19.372004514666937,18.171779788708136,21
random_search,9,77,1,19.362873883832776,18.171779788708136,21
random_search,9,78,1,19.80787840283389,18.171779788708136,21
random_search,9,79,1,22.22074368738204,18.171779788708136,21
