method,seed,eval_index,generation,fitness,best_so_far,n_nodes
random_search,3,0,0,18.483239697419133,18.483239697419133,21
random_search,3,1,0,21.975817632051932,18.483239697419133,21
random_search,3,2,0,19.37840487520902,18.483239697419133,21
random_search,3,3,0,19.7219040425837,18.483239697419133,21
random_search,3,4,0,20.396662954709576,18.483239697419133,21
random_search,3,5,0,19.96204993518133,18.483239697419133,21
random_search,3,6,0,18.2,18.2,21
random_search,3,7,0,21.007878402833892,18.2,21
random_search,3,8,0,20.5,18.2,21
random_search,3,9,0,21.172004514666934,18.2,21
random_search,3,10,0,20.99373774505092,18.2,21
random_search,3,11,0,20.264911064067352,18.2,21
random_search,3,12,0,20.422497216032184,18.2,21
random_search,3,13,0,21.917935662402833,18.2,21
random_search,3,14,0,20.72074368738204,18.2,21
random_search,3,15,0,22.252610922848042,18.2,21
random_search,3,16,0,21.26397674405503,18.2,21
random_search,3,17,0,20.660107523773828,18.2,21
random_search,3,18,0,21.841653005427766,18.2,21
random_search,3,19,0,22.697221149720992,18.2,21
random_search,3,20,0,20.004834939252003,18.2,21
random_search,3,21,0,19.929705854077834,18.2,21
random_search,3,22,0,20.68679622641132,18.2,21
random_search,3,23,0,21.394438717061494,18.2,21
random_search,3,24,0,20.66794833886788,18.2,21
random_search,3,25,0,21.07907545067406,18.2,21
random_search,3,26,0,20.42756668824971,18.2,21
random_search,3,27,0,21.953720459187966,18.2,21
random_search,3,28,0,19.644994432064365,18.2,21
random_search,3,29,0,22.6886890422961,18.2,21
random_search,3,30,0,20.420465053408524,18.2,21
random_search,3,31,0,20.993468988235943,18.2,21
random_search,3,32,0,20.397366596101026,18.2,21
random_search,3,33,0,20.634698994937583,18.2,21
random_search,3,34,0,20.524845673131658,18.2,21
random_search,3,35,0,22.176575213227444,18.2,21
random_search,3,36,0,19.140175425099137,18.2,21
random_search,3,37,0,19.70293863659264,18.2,21
random_search,3,38,0,21.38806130178211,18.2,21
random_search,3,39,0,20.664688270438848,18.2,21
random_search,3,40,0,21.481742422927145,18.2,21
random_search,3,41,0,22.31386219991853,18.2,21
random_search,3,42,0,19.99373774505092,18.2,21
random_search,3,43,0,20.82828568570857,18.2,21
random_search,3,44,0,22.207567081708245,18.2,21
random_search,3,45,0,21.911871208194288,18.2,21
random_search,3,46,0,22.51662062579967,18.2,21
random_search,3,47,0,20.20332963783729,18.2,21
random_search,3,48,0,19.20332963783729,18.2,21
random_search,3,49,0,20.795829710142186,18.2,21
random_search,3,50,1,20.491153452528778,18.2,21
random_search,3,51,1,20.761706725018236,18.2,21
random_search,3,52,1,21.776575213227446,18.2,21
random_search,3,53,1,20.42756668824971,18.2,21
random_search,3,54,1,22.68330013267038,18.2,21
random_search,3,55,1,20.288854381999833,18.2,21
random_search,3,56,1,20.949576240750524,18.2,21
random_search,3,57,1,22.77488738510232,18.2,21
random_search,3,58,1,20.93469899493758,18.2,21
random_search,3,59,1,20.975817632051932,18.2,21
random_search,3,60,1,20.060107523773826,18.2,21
random_search,3,61,1,19.599999999999998,18.2,21
random_search,3,62,1,19.6431676725155,18.2,21
random_search,3,63,1,20.20332963783729,18.2,21
random_search,3,64,1,20.714944167960986,18.2,21
random_search,3,65,1,20.676575213227444,18.2,21
random_search,3,66,1,21.969817807045693,18.2,21
random_search,3,67,1,21.87571129984594,18.2,21
random_search,3,68,1,21.768595903550974,18.2,21
random_search,3,69,1,19.735270009440733,18.2,21
random_search,3,70,1,22.029822128134704,18.2,21
random_search,3,71,1,20.453720459187966,18.2,21
random_search,3,72,1,20.927105745132007,18.2,21
random_search,3,73,1,21.420465053408524,18.2,21
random_search,3,74,1,21.864054992217053,18.2,21
random_search,3,75,1,22.09072480941474,18.2,21
random_search,3,76,1,22.059591794226545,18.2,21
random_search,3,77,1,20.088409872672514,18.2,21
random_search,3,78,1,19.58679622641132,18.2,21
random_search,3,79,1,18.99373774505092,18.2,21
random_search,3,80,1,20.179075450674063,18.2,21
random_search,3,81,1,20.172004514666934,18.2,21
random_search,3,82,1,21.08679622641132,18.2,21
random_search,3,83,1,22.07402157263998,18.2,21
random_search,3,84,1,19.966479394838267,18.2,21
random_search,3,85,1,21.489979919597747,18.2,21
random_search,3,86,1,21.53315017762062,18.2,21
random_search,3,87,1,20.024845673131658,18.2,21
random_search,3,88,1,21.0153393661244,18.2,21
random_search,3,89,1,19.380624847486573,18.2,21
random_search,3,90,1,20.77488738510232,18.2,21
random_search,3,91,1,20.01657508881031,18.2,21
random_search,3,92,1,20.839607805437115,18.2,21
random_search,3,93,1,19.79283882771841,18.2,21
random_search,3,94,1,20.795829710142186,18.2,21
random_search,3,95,1,20.30332963783729,18.2,21
random_search,3,96,1,21.758089374931437,18.2,21
random_search,3,97,1,20.232380757938117,18.2,21
random_search,3,98,1,20.57907545067406,18.2,21
random_search,3,99,1,19.06287388383278,18.2,21
random_search,3,100,2,21.034387974463897,18.2,21
random_search,3,101,2,18.756465996625053,18.2,21
random_search,3,102,2,20.34390889145858,18.2,21
random_search,3,103,2,20.64476105895272,18.2,21
random_search,3,104,2,20.159126028197402,18.2,21
random_search,3,105,2,20.549615361854386,18.2,21
random_search,3,106,2,19.609975124224178,18.2,21
random_search,3,107,2,18.64355957741627,18.2,21
random_search,3,108,2,21.13901391331568,18.2,21
random_search,3,109,2,21.12565782966318,18.2,21
random_search,3,110,2,22.14131112314674,18.2,21
random_search,3,111,2,22.449576240750524,18.2,21
random_search,3,112,2,20.22474487139159,18.2,21
random_search,3,113,2,23.123243291566197,18.2,21
random_search,3,114,2,20.7219040425837,18.2,21
random_search,3,115,2,22.16794833886788,18.2,21
random_search,3,116,2,21.400000000000002,18.2,21
random_search,3,117,2,21.85870331449229,18.2,21
random_search,3,118,2,21.07763888346312,18.2,21
random_search,3,119,2,21.0,18.2,21
random_search,3,120,2,22.214835124201343,18.2,21
random_search,3,121,2,21.8732137494637,18.2,21
