method,seed,eval_index,generation,fitness,best_so_far,n_nodes
random_search,7,0,0,20.169693845669904,20.169693845669904,21
random_search,7,1,0,21.741653005427764,20.169693845669904,21
random_search,7,2,0,21.14131112314674,20.169693845669904,21
random_search,7,3,0,21.30199920063936,20.169693845669904,21
random_search,7,4,0,20.254065922853805,20.169693845669904,21
random_search,7,5,0,20.52710574513201,20.169693845669904,21
random_search,7,6,0,19.53072757526625,19.53072757526625,21
random_search,7,7,0,22.520897306865447,19.53072757526625,21
random_search,7,8,0,22.772751070837067,19.53072757526625,21
random_search,7,9,0,22.54959013639538,19.53072757526625,21
random_search,7,10,0,20.049444375840398,19.53072757526625,21
random_search,7,11,0,22.86154726279432,19.53072757526625,21
random_search,7,12,0,21.623243291566197,19.53072757526625,21
random_search,7,13,0,21.91084400165827,19.53072757526625,21
random_search,7,14,0,19.992838827718412,19.53072757526625,21
random_search,7,15,0,20.93469899493758,19.53072757526625,21
random_search,7,16,0,20.372004514666937,19.53072757526625,21
random_search,7,17,0,22.691366458960193,19.53072757526625,21
random_search,7,18,0,20.37840487520902,19.53072757526625,21
random_search,7,19,0,22.05796522451032,19.53072757526625,21
random_search,7,20,0,21.380697580112788,19.53072757526625,21
random_search,7,21,0,21.309243436828815,19.53072757526625,21
random_search,7,22,0,19.55758369027902,19.53072757526625,21
random_search,7,23,0,20.923243291566195,19.53072757526625,21
random_search,7,24,0,22.13527000944073,19.53072757526625,21
random_search,7,25,0,21.40454076850486,19.53072757526625,21
random_search,7,26,0,19.622611077089285,19.53072757526625,21
random_search,7,27,0,20.140967364599085,19.53072757526625,21
random_search,7,28,0,21.280697580112786,19.53072757526625,21
random_search,7,29,0,21.12574776766556,19.53072757526625,21
random_search,7,30,0,20.88910462845192,19.53072757526625,21
random_search,7,31,0,22.14131112314674,19.53072757526625,21
random_search,7,32,0,19.914213562373096,19.53072757526625,21
random_search,7,33,0,18.87840487520902,18.87840487520902,21
random_search,7,34,0,21.57967389859482,18.87840487520902,21
random_search,7,35,0,21.49722114972099,18.87840487520902,21
random_search,7,36,0,21.00454076850486,18.87840487520902,21
random_search,7,37,0,19.549193338482965,18.87840487520902,21
random_search,7,38,0,20.80332963783729,18.87840487520902,21
random_search,7,39,0,21.34390889145858,18.87840487520902,21
random_search,7,40,0,21.76468827043885,18.87840487520902,21
random_search,7,41,0,21.8,18.87840487520902,21
random_search,7,42,0,20.00454076850486,18.87840487520902,21
random_search,7,43,0,19.61980390271856,18.87840487520902,21
random_search,7,44,0,21.316609194718914,18.87840487520902,21
random_search,7,45,0,18.756465996625053,18.756465996625053,21
random_search,7,46,0,20.609975124224178,18.756465996625053,21
random_search,7,47,0,19.87571129984594,18.756465996625053,21
random_search,7,48,0,21.339607805437115,18.756465996625053,21
random_search,7,49,0,20.38494332412792,18.756465996625053,21
random_search,7,50,1,20.93238075793812,18.756465996625053,21
random_search,7,51,1,21.339387691339812,18.756465996625053,21
random_search,7,52,1,20.622611077089285,18.756465996625053,21
random_search,7,53,1,20.683266665599966,18.756465996625053,21
random_search,7,54,1,20.755294535724687,18.756465996625053,21
random_search,7,55,1,21.493468988235943,18.756465996625053,21
random_search,7,56,1,19.520465053408525,18.756465996625053,21
random_search,7,57,1,19.713552872566005,18.756465996625053,21
random_search,7,58,1,20.40454076850486,18.756465996625053,21
random_search,7,59,1,21.13527000944073,18.756465996625053,21
random_search,7,60,1,20.862873883832776,18.756465996625053,21
random_search,7,61,1,19.88910462845192,18.756465996625053,21
random_search,7,62,1,22.121347195933176,18.756465996625053,21
random_search,7,63,1,19.777154105707726,18.756465996625053,21
random_search,7,64,1,21.95306852353742,18.756465996625053,21
random_search,7,65,1,21.970540018881465,18.756465996625053,21
random_search,7,66,1,20.520465053408525,18.756465996625053,21
random_search,7,67,1,21.30199920063936,18.756465996625053,21
random_search,7,68,1,21.83541565040626,18.756465996625053,21
random_search,7,69,1,20.949545416973503,18.756465996625053,21
random_search,7,70,1,20.339607805437115,18.756465996625053,21
random_search,7,71,1,21.32232783924049,18.756465996625053,21
random_search,7,72,1,21.309243436828815,18.756465996625053,21
random_search,7,73,1,20.70185121722126,18.756465996625053,21
random_search,7,74,1,22.004834939252003,18.756465996625053,21
random_search,7,75,1,19.87581763205193,18.756465996625053,21
random_search,7,76,1,21.770540018881462,18.756465996625053,21
random_search,7,77,1,21.982306905057555,18.756465996625053,21
random_search,7,78,1,20.70332963783729,18.756465996625053,21
random_search,7,79,1,20.549444375840398,18.756465996625053,21
random_search,7,80,1,19.87840487520902,18.756465996625053,21
random_search,7,81,1,21.553299832284317,18.756465996625053,21
random_search,7,82,1,20.5,18.756465996625053,21
random_search,7,83,1,22.28790581563873,18.756465996625053,21
random_search,7,84,1,19.98148877222268,18.756465996625053,21
random_search,7,85,1,21.302172886644268,18.756465996625053,21
random_search,7,86,1,22.934192325759245,18.756465996625053,21
random_search,7,87,1,20.724807680927192,18.756465996625053,21
random_search,7,88,1,20.49615099714943,18.756465996625053,21
random_search,7,89,1,19.400000000000002,18.756465996625053,21
random_search,7,90,1,20.669693845669904,18.756465996625053,21
random_search,7,91,1,19.739607805437114,18.756465996625053,21
random_search,7,92,1,19.255294535724687,18.756465996625053,21
random_search,7,93,1,21.881742422927143,18.756465996625053,21
random_search,7,94,1,21.302172886644268,18.756465996625053,21
random_search,7,95,1,21.88494332412792,18.756465996625053,21
random_search,7,96,1,21.599999999999998,18.756465996625053,21
random_search,7,97,1,22.04959013639538,18.756465996625053,21
random_search,7,98,1,21.4377155080899,18.756465996625053,21
random_search,7,99,1,21.577902338672775,18.756465996625053,21
random_search,7,100,2,21.367156809750927,18.756465996625053,21
random_search,7,101,2,19.713552872566005,18.756465996625053,21
random_search,7,102,2,21.66794833886788,18.756465996625053,21
random_search,7,103,2,20.43469899493758,18.756465996625053,21
random_search,7,104,2,19.956465996625056,18.756465996625053,21
random_search,7,105,2,22.12574776766556,18.756465996625053,21
random_search,7,106,2,20.683281572999746,18.756465996625053,21
random_search,7,107,2,21.57907545067406,18.756465996625053,21
random_search,7,108,2,20.92756668824971,18.756465996625053,21
random_search,7,109,2,19.50830459735946,18.756465996625053,21
random_search,7,110,2,20.99582971014219,18.756465996625053,21
random_search,7,111,2,20.877902338672772,18.756465996625053,21
random_search,7,112,2,22.531300056749533,18.756465996625053,21
random_search,7,113,2,21.37175030543074,18.756465996625053,21
random_search,7,114,2,19.26843871413581,18.756465996625053,21
random_search,7,115,2,20.991153452528778,18.756465996625053,21
random_search,7,116,2,21.109975124224178,18.756465996625053,21
random_search,7,117,2,21.136664289109586,18.756465996625053,21
random_search,7,118,2,18.18321595661992,18.18321595661992,21
random_search,7,119,2,21.13901391331568,18.18321595661992,21
random_search,7,120,2,20.1431676725155,18.18321595661992,21
random_search,7,121,2,19.663818169698587,18.18321595661992,21
random_search,7,122,2,21.90831891575846,18.18321595661992,21
random_search,7,123,2,21.64476105895272,18.18321595661992,21
random_search,7,124,2,20.43095064303001,18.18321595661992,21
random_search,7,125,2,20.13907194296653,18.18321595661992,21
random_search,7,126,2,21.145906043549196,18.18321595661992,21
