method,seed,eval_index,generation,fitness,best_so_far,n_nodes
random_search,8,0,0,19.04880884817015,19.04880884817015,21
random_search,8,1,0,21.024845673131658,19.04880884817015,21
random_search,8,2,0,21.845207879911715,19.04880884817015,21
random_search,8,3,0,21.43469899493758,19.04880884817015,21
random_search,8,4,0,22.17681974534503,19.04880884817015,21
random_search,8,5,0,18.207106781186546,18.207106781186546,21
random_search,8,6,0,20.657342370508886,18.207106781186546,21
random_search,8,7,0,18.87840487520902,18.207106781186546,21
random_search,8,8,0,21.04939015319192,18.207106781186546,21
random_search,8,9,0,20.754723699099138,18.207106781186546,21
random_search,8,10,0,20.183266665599966,18.207106781186546,21
random_search,8,11,0,19.859591794226542,18.207106781186546,21
random_search,8,12,0,20.060107523773826,18.207106781186546,21
random_search,8,13,0,18.56953597148327,18.207106781186546,21
random_search,8,14,0,21.08425027803687,18.207106781186546,21
random_search,8,15,0,22.646536616149582,18.207106781186546,21
random_search,8,16,0,20.58522995463527,18.207106781186546,21
random_search,8,17,0,20.76397674405503,18.207106781186546,21
random_search,8,18,0,20.94948974278318,18.207106781186546,21
random_search,8,19,0,21.36397674405503,18.207106781186546,21
random_search,8,20,0,21.063705936241092,18.207106781186546,21
random_search,8,21,0,19.467707825203128,18.207106781186546,21
random_search,8,22,0,20.30787840283389,18.207106781186546,21
random_search,8,23,0,21.761249694973138,18.207106781186546,21
random_search,8,24,0,21.41547594742265,18.207106781186546,21
random_search,8,25,0,21.30384048104053,18.207106781186546,21
random_search,8,26,0,22.53315017762062,18.207106781186546,21
random_search,8,27,0,20.85870331449229,18.207106781186546,21
random_search,8,28,0,19.660107523773828,18.207106781186546,21
random_search,8,29,0,21.20199920063936,18.207106781186546,21
random_search,8,30,0,20.867156809750927,18.207106781186546,21
random_search,8,31,0,19.513552872566002,18.207106781186546,21
random_search,8,32,0,20.90831891575846,18.207106781186546,21
random_search,8,33,0,19.193737745050925,18.207106781186546,21
random_search,8,34,0,21.020897306865447,18.207106781186546,21
random_search,8,35,0,22.471750305430742,18.207106781186546,21
random_search,8,36,0,21.577902338672775,18.207106781186546,21
